Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Oakleigh,17 Abbeygate St,3,h,S,Woodards,21/10/2017,12.3,3166,3,1,2,536,,,Monash City Council,-37.90561,145.08982,Southern Metropolitan,3224,Detached Garage,1215000
Oakleigh,2 Bishop St,3,h,S,Ray,21/10/2017,12.3,3166,3,2,2,562,132,1940,Monash City Council,-37.90537,145.09365,Southern Metropolitan,3224,Attached Garage,1315000
Oakleigh South,58 Axford Cr,3,h,S,Buxton,21/10/2017,15.5,3167,3,1,2,534,,,Kingston City Council,-37.92981,145.08361,South-Eastern Metropolitan,3692,Indoor,1045000
Oakleigh South,20 Dowling Rd,3,h,S,Ray,21/10/2017,15.5,3167,3,2,2,,172,1990,Kingston City Council,-37.93874,145.09618,South-Eastern Metropolitan,3692,Parkade,1090000
Oakleigh South,11 Emerald St,3,h,S,Domain,21/10/2017,15.5,3167,3,1,2,534,130,1965,Kingston City Council,-37.93761,145.08564,South-Eastern Metropolitan,3692,Carport,962500
Ormond,7/17 Arnott St,1,u,SP,Thomson,21/10/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,3578,Detached Garage,273000
Ormond,27B Bethell St,4,t,SN,Gary,21/10/2017,11.4,3204,4,3,2,,,,Glen Eira City Council,-37.90468,145.03018,Southern Metropolitan,3578,Attached Garage,
Ormond,3 Carlyon St,4,h,SP,Woodards,21/10/2017,11.4,3204,4,2,3,522,145,1970,Glen Eira City Council,-37.9078,145.04119,Southern Metropolitan,3578,Indoor,1700000
Parkdale,15A Fifth St,3,h,S,Greg,21/10/2017,21.5,3195,3,1,1,697,110,1980,Kingston City Council,-37.98819,145.07385,South-Eastern Metropolitan,5087,Parkade,1055000
Parkdale,2/11 Royal Pde,4,t,S,Hodges,21/10/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,5087,Underground,1375000
Parkville,108 Park Dr,3,h,S,Nelson,21/10/2017,1.8,3052,,,,,,,Melbourne City Council,,,Northern Metropolitan,2309,Outdoor Stall,5600000
Parkville,21/495 Royal Pde,2,u,SP,Jellis,21/10/2017,1.8,3052,,,,,,,Melbourne City Council,,,Northern Metropolitan,2309,Carport,790000
Pascoe Vale,4/47 Austin Cr,2,u,SP,Nelson,21/10/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Detached Garage,490000
Pascoe Vale,7/59 Austin Cr,2,u,S,Nelson,21/10/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Attached Garage,660000
Pascoe Vale,3/246 Cumberland Rd,2,u,S,Brad,21/10/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Indoor,456000
Pascoe Vale,2/3 Grover St,3,t,VB,Nelson,21/10/2017,8.5,3044,3,3,2,797,154,2013,Moreland City Council,-37.73009,144.93068,Northern Metropolitan,7485,Parkade,780000
Pascoe Vale,53 Kent Rd,3,h,S,Barry,21/10/2017,8.5,3044,3,2,2,601,,,Moreland City Council,-37.72088,144.9457,Northern Metropolitan,7485,Carport,871000
Pascoe Vale,4/3 Plymouth Av,2,u,PI,Nelson,21/10/2017,8.5,3044,2,2,1,,,,Moreland City Council,-37.72201,144.94249,Northern Metropolitan,7485,Detached Garage,460000
Pascoe Vale,21 Princess St,3,h,VB,hockingstuart,21/10/2017,8.5,3044,3,1,2,,,,Moreland City Council,-37.71545,144.94232,Northern Metropolitan,7485,Attached Garage,750000
Pascoe Vale,1/102 Railway Pde,3,t,S,Barry,21/10/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Indoor,795000
Pascoe Vale,1 Sefton St,3,h,S,Brad,21/10/2017,8.5,3044,3,1,1,557,113,1950,Moreland City Council,-37.72332,144.92673,Northern Metropolitan,7485,Parkade,891000
Pascoe Vale,46 Snell Gr,3,h,SP,Brad,21/10/2017,8.5,3044,3,2,3,682,173,1965,Moreland City Council,-37.71717,144.92965,Northern Metropolitan,7485,Carport,
Plenty,10 Lillypilly La,4,h,VB,Jellis,21/10/2017,20.1,3090,4,2,2,1000,,,Nillumbik Shire Council,-37.67531,145.11988,Northern Victoria,777,Detached Garage,1340000
Point Cook,38 Dingo St,3,h,SN,Barry,21/10/2017,14.7,3030,3,2,2,302,132,2016,Wyndham City Council,-37.91355,144.76582,Western Metropolitan,15542,Attached Garage,
Point Cook,33 Dolphin Cr,3,h,S,Point,21/10/2017,14.7,3030,3,1,1,444,,,Wyndham City Council,-37.87593,144.74831,Western Metropolitan,15542,Carport,540000
Point Cook,16 MacHair Dr,4,h,SN,Reliance,21/10/2017,14.7,3030,4,2,2,624,,,Wyndham City Council,-37.88448,144.7518,Western Metropolitan,15542,Detached Garage,
Point Cook,28 Victorking Dr,3,h,SP,S&L,21/10/2017,14.7,3030,3,2,2,400,134,2014,Wyndham City Council,-37.90501,144.72981,Western Metropolitan,15542,Attached Garage,
Point Cook,26 Yuruga Bvd,4,h,SP,RW,21/10/2017,14.7,3030,4,2,2,237,178,2005,Wyndham City Council,-37.90585,144.74921,Western Metropolitan,15542,Indoor,515000
Port Melbourne,214 Albert St,2,h,VB,Marshall,21/10/2017,3.5,3207,2,1,1,172,89,1960,Melbourne City Council,-37.83409,144.93825,Southern Metropolitan,8648,Parkade,
Port Melbourne,19/174 Esplanade Pl,2,u,S,Marshall,21/10/2017,3.5,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Underground,765000
Port Melbourne,103/77 Nott St,2,u,SP,Buxton,21/10/2017,3.5,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Outdoor Stall,650000
Port Melbourne,237 Princes St,3,h,S,Cayzer,21/10/2017,3.5,3207,3,1,1,135,,,Melbourne City Council,-37.83679,144.93949,Southern Metropolitan,8648,Carport,1400000
Port Melbourne,273 Ross St,4,h,S,Marshall,21/10/2017,3.5,3207,4,3,1,,185,2016,Melbourne City Council,-37.83281,144.94156,Southern Metropolitan,8648,Detached Garage,2300000
Port Melbourne,23/85 Rouse St,2,u,S,RT,21/10/2017,3.5,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Attached Garage,1000000
Prahran,62 Aberdeen Rd,4,h,PI,Woodards,21/10/2017,4.6,3181,4,3,2,158,,,Stonnington City Council,-37.85288,145.00531,Southern Metropolitan,7717,Indoor,
Prahran,21/43 Grandview Gr,1,u,PI,Cayzer,21/10/2017,4.6,3181,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717,Carport,390000
Prahran,20 Irving Av,3,h,PI,Kay,21/10/2017,4.6,3181,3,1,0,,126,1900,Stonnington City Council,-37.858,145.00733,Southern Metropolitan,7717,Detached Garage,1500000
Prahran,15 Nottingham St,2,h,S,Jellis,21/10/2017,4.6,3181,2,1,2,,,2002,Stonnington City Council,-37.84691,144.98828,Southern Metropolitan,7717,Attached Garage,1395000
Prahran,1 Trinian St,3,h,SP,Jellis,21/10/2017,4.6,3181,3,2,2,,200,1880,Stonnington City Council,-37.85256,145.00143,Southern Metropolitan,7717,Indoor,3250000
Prahran,49 Wrights Tce,3,h,S,Jellis,21/10/2017,4.6,3181,3,2,,190,155,1920,Stonnington City Council,-37.85104,145.00556,Southern Metropolitan,7717,Parkade,1785000
Prahran,5 Wrights Tce,3,h,S,hockingstuart,21/10/2017,4.6,3181,3,1,,,,,Stonnington City Council,-37.85078,145.00355,Southern Metropolitan,7717,Carport,
Preston,141 Albert St,2,h,S,hockingstuart,21/10/2017,8.4,3072,2,1,4,501,99,1955,Darebin City Council,-37.73664,145.02375,Northern Metropolitan,14577,Detached Garage,835000
Preston,22 Bingo St,2,h,S,Nelson,21/10/2017,8.4,3072,2,1,3,,,,Darebin City Council,-37.74975,145.01896,Northern Metropolitan,14577,Attached Garage,1035000
Preston,2/103 Bruce St,3,t,SP,Love,21/10/2017,8.4,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Indoor,
Preston,2/2 Josephine Gr,2,u,SP,Love,21/10/2017,8.4,3072,2,1,1,706,65,1970,Darebin City Council,-37.73543,145.0162,Northern Metropolitan,14577,Carport,440000
Preston,3 Kendall St,4,h,S,McGrath,21/10/2017,8.4,3072,4,2,1,,,,Darebin City Council,-37.74712,144.98784,Northern Metropolitan,14577,Detached Garage,1516000
Preston,7 Leopold St,2,h,S,RW,21/10/2017,8.4,3072,2,1,2,,,,Darebin City Council,-37.73433,144.99807,Northern Metropolitan,14577,Attached Garage,732000
Preston,2 Showers St,2,h,S,hockingstuart,21/10/2017,8.4,3072,2,1,1,265,,,Darebin City Council,-37.7483,145.00176,Northern Metropolitan,14577,Indoor,869000
Preston,1/5 Spring St,2,u,PI,RW,21/10/2017,8.4,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Parkade,530000
Preston,192 Tyler St,3,h,S,Nelson,21/10/2017,8.4,3072,3,2,1,545,,,Darebin City Council,-37.73115,145.01608,Northern Metropolitan,14577,Underground,1201000
Reservoir,1/8 Barton St,3,t,S,Ray,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Outdoor Stall,700000
Reservoir,97 Cheddar Rd,3,h,S,Ray,21/10/2017,12,3073,3,1,1,,,,Darebin City Council,-37.70558,145.01506,Northern Metropolitan,21650,Parking Pad,730000
Reservoir,2 Dawson St,3,h,PI,Barry,21/10/2017,12,3073,3,1,2,750,,,Darebin City Council,-37.70058,144.98905,Northern Metropolitan,21650,Carport,760000
Reservoir,2/80 Delaware St,2,t,S,Ray,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Detached Garage,606000
Reservoir,44 Dundee St,3,h,SP,Love,21/10/2017,12,3073,3,1,2,947,,,Darebin City Council,-37.70268,145.02273,Northern Metropolitan,21650,Attached Garage,
Reservoir,43 Gertz Av,4,h,S,Barry,21/10/2017,12,3073,4,3,4,557,,,Darebin City Council,-37.69868,145.03418,Northern Metropolitan,21650,Indoor,920000
Reservoir,2/1 Glasgow Av,2,u,S,Nelson,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Parkade,550000
Reservoir,12 Kelverne St,3,h,SP,Barry,21/10/2017,12,3073,3,1,1,491,0,1950,Darebin City Council,-37.71445,144.98225,Northern Metropolitan,21650,Underground,650000
Reservoir,3 Lane Cr,3,h,S,Nelson,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Outdoor Stall,
Reservoir,3/63 Lane Cr,2,u,S,Barry,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Parking Pad,546000
Reservoir,34 Newton St,4,h,VB,hockingstuart,21/10/2017,12,3073,4,1,1,736,,,Darebin City Council,-37.73113,145.02405,Northern Metropolitan,21650,Carport,850000
Reservoir,3/4 Pratt St,2,u,S,Ray,21/10/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Detached Garage,447500
Reservoir,187 Purinuan Rd,3,h,S,Ray,21/10/2017,12,3073,3,1,2,,,,Darebin City Council,-37.7074,145.01316,Northern Metropolitan,21650,Attached Garage,730000
Reservoir,12 Wilkinson St,4,h,S,Nelson,21/10/2017,12,3073,4,1,2,646,168,1950,Darebin City Council,-37.72653,145.01855,Northern Metropolitan,21650,Indoor,1000000
Reservoir,13 Willoughby St,4,h,S,Nelson,21/10/2017,12,3073,4,2,4,,,,Darebin City Council,-37.71734,144.99603,Northern Metropolitan,21650,Parkade,1011000
Richmond,406 Church St,4,h,S,Biggin,21/10/2017,2.4,3121,4,2,2,250,175,1890,Yarra City Council,-37.82454,144.99792,Northern Metropolitan,14949,Underground,
Richmond,2/28 Davison St,1,u,PI,Biggin,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Carport,305000
Richmond,16/81 Edinburgh St,1,u,SP,Biggin,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Detached Garage,282000
Richmond,61 Fraser St,2,h,S,Biggin,21/10/2017,2.4,3121,2,1,1,,,,Yarra City Council,-37.82171,145.00618,Northern Metropolitan,14949,Attached Garage,1170000
Richmond,4/14 Johnson St,2,t,S,Marshall,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Indoor,
Richmond,35 Johnson St,4,h,S,Biggin,21/10/2017,2.4,3121,4,1,3,411,150,1922,Yarra City Council,-37.81349,145.0049,Northern Metropolitan,14949,Parkade,1907000
Richmond,11 Judd St,2,h,SP,Biggin,21/10/2017,2.4,3121,2,2,2,,124,2010,Yarra City Council,-37.81673,144.99549,Northern Metropolitan,14949,Carport,1250000
Richmond,404/1 Margaret St,1,u,SP,Biggin,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Detached Garage,520000
Richmond,1 Mitchell St,3,h,S,hockingstuart,21/10/2017,2.4,3121,3,1,,154,,,Yarra City Council,-37.82422,145.008,Northern Metropolitan,14949,Attached Garage,
Richmond,11/26 Rotherwood St,1,u,S,Jellis,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Indoor,438000
Richmond,34 Shelley St,3,h,VB,Jellis,21/10/2017,2.4,3121,3,1,,,,,Yarra City Council,-37.81209,144.99329,Northern Metropolitan,14949,Parkade,1300000
Richmond,16/5 Stillman St,2,u,SP,Jellis,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Underground,718000
Richmond,4/2 Union St,2,t,S,Sotheby's,21/10/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Outdoor Stall,1205000
Ringwood,4 Emerald St,4,h,PN,Harcourts,21/10/2017,19.9,3134,4,2,2,,155,1955,Maroondah City Council,-37.82199,145.23458,Eastern Metropolitan,7785,Carport,
Ringwood,13 Sherbrook Av,4,h,S,Carter,21/10/2017,19.9,3134,4,2,1,,180,1964,Maroondah City Council,-37.81542,145.21839,Eastern Metropolitan,7785,Detached Garage,1260000
Ringwood,9 Stonington Pl,4,h,PI,Jellis,21/10/2017,19.9,3134,4,2,2,,,,Maroondah City Council,-37.78959,145.2484,Eastern Metropolitan,7785,Attached Garage,
Ringwood,1/15 Wattle Av,2,u,SN,One,21/10/2017,19.9,3134,,,,,,,Maroondah City Council,,,Eastern Metropolitan,7785,Indoor,
Ringwood,6 Woodchurch Cl,3,h,S,Noel,21/10/2017,19.9,3134,3,2,2,,152,1983,Maroondah City Council,-37.78516,145.25475,Eastern Metropolitan,7785,Parkade,
Ringwood East,8 Rex Ct,4,h,PI,Barry,21/10/2017,21.3,3135,4,2,2,712,300,1970,Maroondah City Council,-37.8174,145.25886,Eastern Metropolitan,4407,Carport,
Rosanna,38 Miriam St,4,h,SN,Miles,21/10/2017,8.9,3084,4,2,2,642,189,1960,Banyule City Council,-37.7438,145.07806,Eastern Metropolitan,3540,Detached Garage,
Rosanna,2/23 Ruthven St,3,t,SP,Darren,21/10/2017,8.9,3084,,,,,,,Banyule City Council,,,Eastern Metropolitan,3540,Attached Garage,745000
Rowville,6 Hopkins Cl,4,h,PI,Ray,21/10/2017,23.5,3178,4,2,2,,,,Knox City Council,-37.9145,145.23674,South-Eastern Metropolitan,11667,Indoor,
Rowville,4 Lakeside Bvd,3,h,S,Jellis,21/10/2017,23.5,3178,,,,,,,Knox City Council,,,South-Eastern Metropolitan,11667,Parkade,896000
Roxburgh Park,31 Aquila Gr,4,h,S,Raine,21/10/2017,20.6,3064,4,2,2,,181,1999,Hume City Council,-37.62453,144.93393,Northern Metropolitan,5833,Carport,536000
Roxburgh Park,15 Donvale Av,3,h,S,Raine,21/10/2017,20.6,3064,3,2,2,328,0,2004,Hume City Council,-37.61388,144.9227,Northern Metropolitan,5833,Detached Garage,470000
Sandringham,127A Bay Rd,3,h,S,Buxton,21/10/2017,15.2,3191,3,1,1,,113,1935,Bayside City Council,-37.95313,145.01732,Southern Metropolitan,4497,Attached Garage,1185000
Sandringham,313 Bluff Rd,4,h,VB,hockingstuart,21/10/2017,15.2,3191,4,3,2,675,291,2007,Bayside City Council,-37.9487,145.02145,Southern Metropolitan,4497,Carport,1675000
Sandringham,50 Brighton St,3,h,S,Buxton,21/10/2017,15.2,3191,3,3,1,,,,Bayside City Council,-37.94783,145.01593,Southern Metropolitan,4497,Detached Garage,1550000
Sandringham,90 Sandringham Rd,3,h,S,Hodges,21/10/2017,15.2,3191,3,1,2,600,133,1950,Bayside City Council,-37.9524,145.02052,Southern Metropolitan,4497,Attached Garage,1300000
Sandringham,12A Vincent St,3,h,S,Buxton,21/10/2017,15.2,3191,3,2,1,379,148,1935,Bayside City Council,-37.9495,145.01474,Southern Metropolitan,4497,Indoor,
Scoresby,2 Constable Ct,5,h,SN,Biggin,21/10/2017,22.2,3179,5,3,2,858,279,1986,Knox City Council,-37.89287,145.21683,Eastern Metropolitan,2206,Parkade,
Seaford,8 Fellowes St,4,h,PI,hockingstuart,21/10/2017,35.4,3198,3,2,0,,133,1970,Frankston City Council,-38.11387,145.14594,South-Eastern Metropolitan,8077,Underground,810000
Seaford,6 Riviera St,3,h,SP,Del,21/10/2017,35.4,3198,3,2,1,,,1960,Frankston City Council,-38.08731,145.1259,South-Eastern Metropolitan,8077,Outdoor Stall,780000
Seddon,1/134 Charles St,3,h,S,Sweeney,21/10/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,2417,Carport,1080000
Seddon,1 Florence St,3,h,SP,hockingstuart,21/10/2017,5.1,3011,3,1,0,436,92,1910,Maribyrnong City Council,-37.80868,144.88483,Western Metropolitan,2417,Detached Garage,1010000
South Melbourne,256 Bank St,4,h,S,hockingstuart,21/10/2017,1.9,3205,4,2,2,132,,,Port Phillip City Council,-37.8349,144.95758,Southern Metropolitan,5943,Attached Garage,1850000
South Melbourne,129 Cobden St,2,h,S,Cayzer,21/10/2017,1.9,3205,2,1,,100,71,1880,Port Phillip City Council,-37.83661,144.96378,Southern Metropolitan,5943,Indoor,1225000
South Melbourne,257A Moray St,2,h,SN,Greg,21/10/2017,1.9,3205,2,3,2,120,168,2010,Port Phillip City Council,-37.83394,144.96409,Southern Metropolitan,5943,Carport,
South Melbourne,71 Nelson Rd,2,h,VB,Marshall,21/10/2017,1.9,3205,2,1,0,,78,1870,Port Phillip City Council,-37.83551,144.95272,Southern Metropolitan,5943,Detached Garage,1000000
South Melbourne,105 Thomson St,3,h,S,Buxton,21/10/2017,1.9,3205,3,1,,134,,,Port Phillip City Council,-37.83871,144.96102,Southern Metropolitan,5943,Attached Garage,1242000
South Morang,19 Domain Tce,3,h,S,Barry,21/10/2017,20.5,3752,3,2,2,450,140,1995,Whittlesea City Council,-37.6353,145.06673,Northern Metropolitan,7969,Indoor,650000
South Morang,82 Trinity Wy,4,h,S,Millership,21/10/2017,20.5,3752,4,2,2,676,178,2002,Whittlesea City Council,-37.63132,145.06562,Northern Metropolitan,7969,Parkade,737500
South Yarra,21A Cassell St,3,h,VB,Marshall,21/10/2017,2.7,3141,3,2,2,,225,2005,Melbourne City Council,-37.84349,145.0035,Southern Metropolitan,14887,Carport,2500000
South Yarra,60 Cromwell Rd,3,h,VB,Kay,21/10/2017,2.7,3141,3,2,2,223,235,1999,Melbourne City Council,-37.84188,144.99979,Southern Metropolitan,14887,Detached Garage,2180000
South Yarra,2/2 Gordon Gr,2,u,PI,Marshall,21/10/2017,2.7,3141,2,1,1,,76,1965,Melbourne City Council,-37.83361,144.98819,Southern Metropolitan,14887,Attached Garage,590000
South Yarra,5 MacFarlan La,3,h,S,Kay,21/10/2017,2.7,3141,3,2,2,,,,Melbourne City Council,-37.83985,144.9888,Southern Metropolitan,14887,Indoor,
South Yarra,7 MacFarlan La,3,h,S,Jellis,21/10/2017,2.7,3141,3,2,2,153,162,1996,Melbourne City Council,-37.83998,144.98877,Southern Metropolitan,14887,Carport,1750000
South Yarra,368 Punt Rd,3,h,PI,Jellis,21/10/2017,2.7,3141,3,1,1,238,,1995,Melbourne City Council,-37.84073,144.98622,Southern Metropolitan,14887,Detached Garage,1300000
Spotswood,104 Hudsons Rd,2,h,SP,Greg,21/10/2017,6.2,3015,2,1,1,361,0,1910,Hobsons Bay City Council,-37.8294,144.8841,Western Metropolitan,1223,Attached Garage,1225000
Springvale,58 Ellen St,3,h,S,C21,21/10/2017,20.8,3171,3,1,2,554,94,1950,Greater Dandenong City Council,-37.95277,145.14194,South-Eastern Metropolitan,7412,Indoor,880000
Springvale,4 Nullawil St,3,h,S,Barry,21/10/2017,20.8,3171,3,1,3,,,,Greater Dandenong City Council,-37.93505,145.16297,South-Eastern Metropolitan,7412,Parkade,715000
St Albans,108 East Esplanade,3,h,PI,Douglas,21/10/2017,14,3021,3,1,2,630,,,Brimbank City Council,-37.73041,144.79471,Western Metropolitan,14042,Underground,845000
St Albans,16 George St,3,h,PI,Moonee,21/10/2017,14,3021,3,1,1,,,,Brimbank City Council,-37.73205,144.80859,Western Metropolitan,14042,Outdoor Stall,
St Albans,1/170 William St,3,u,S,Barry,21/10/2017,14,3021,,,,,,,Brimbank City Council,,,Western Metropolitan,14042,Parking Pad,640000
St Albans,2/170 William St,3,t,PI,Barry,21/10/2017,14,3021,,,,,,,Brimbank City Council,,,Western Metropolitan,14042,Carport,435000
St Helena,9 Elaroo Cl,3,h,S,Darren,21/10/2017,16.1,3088,3,2,3,680,120,1985,Banyule City Council,-37.68945,145.12309,Eastern Metropolitan,915,Detached Garage,
St Helena,7 Lesay Dr,4,h,VB,Flannagan,21/10/2017,16.1,3088,4,2,2,673,167,1985,Banyule City Council,-37.68467,145.14103,Eastern Metropolitan,915,Attached Garage,870000
St Kilda,6/103 Barkly St,3,u,S,McGrath,21/10/2017,5,3182,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240,Indoor,632000
St Kilda,9/98 Grey St,1,u,S,Buxton,21/10/2017,5,3182,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240,Parkade,535000
St Kilda,31 Redan St,6,h,PI,hockingstuart,21/10/2017,5,3182,6,3,4,964,,,Port Phillip City Council,-37.86024,144.99096,Southern Metropolitan,13240,Underground,
Strathmore,15 Glenview Rd,2,h,S,Nelson,21/10/2017,8.2,3041,2,1,1,,,,Moonee Valley City Council,-37.73907,144.92099,Western Metropolitan,3284,Outdoor Stall,1661000
Strathmore,12 Loch Cr,3,h,VB,Brad,21/10/2017,8.2,3041,3,2,2,,257,2011,Moonee Valley City Council,-37.73144,144.9179,Western Metropolitan,3284,Parking Pad,1200000
Strathmore,21 Roland Av,5,h,S,Brad,21/10/2017,8.2,3041,5,3,2,,,,Moonee Valley City Council,-37.73376,144.91626,Western Metropolitan,3284,Carport,
Strathmore,42 Wallace Cr,4,h,S,Brad,21/10/2017,8.2,3041,4,2,2,,,,Moonee Valley City Council,-37.74313,144.93247,Western Metropolitan,3284,Detached Garage,1221000
Strathmore,3/242 Woodland St,2,t,S,Nelson,21/10/2017,8.2,3041,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284,Attached Garage,790000
Sunbury,39b Carnoustie Dr,3,h,SP,Blackbird,21/10/2017,31.7,3429,,,,,,,Hume City Council,,,Western Metropolitan,14092,Indoor,475000
Sunbury,19 Kerri Ct,5,h,SP,Leeburn,21/10/2017,31.7,3429,5,3,2,,,,Hume City Council,-37.5706,144.71387,Western Metropolitan,14092,Parkade,700000
Sunbury,4 Long Dr,3,h,S,Leading,21/10/2017,31.7,3429,3,2,1,646,130,1995,Hume City Council,-37.56172,144.70459,Western Metropolitan,14092,Underground,520000
Sunbury,75 Pasley St,3,h,S,L,21/10/2017,31.7,3429,3,1,2,1010,,,Hume City Council,-37.58231,144.72248,Western Metropolitan,14092,Carport,600000
Sunbury,1 Talbot Pl,3,h,S,Leading,21/10/2017,31.7,3429,3,2,4,658,,,Hume City Council,-37.56455,144.72948,Western Metropolitan,14092,Detached Garage,530000
Sunbury,3 Terence St,3,h,S,Barry,21/10/2017,31.7,3429,3,1,2,689,133,1965,Hume City Council,-37.58271,144.73207,Western Metropolitan,14092,Attached Garage,515000
Sunshine,36 High St,2,t,S,Jas,21/10/2017,10.5,3020,2,1,2,,97,2016,Brimbank City Council,-37.78802,144.84149,Western Metropolitan,3755,Indoor,610000
Sunshine,18 Pengelly Ct,3,h,S,Douglas,21/10/2017,10.5,3020,3,1,1,,,,Brimbank City Council,-37.78246,144.83807,Western Metropolitan,3755,Parkade,750000
Sunshine North,12 Cutts St,3,h,S,Douglas,21/10/2017,10.5,3020,3,1,3,527,,1970,Brimbank City Council,-37.77337,144.83653,Western Metropolitan,4217,Carport,725000
Sunshine North,19 Ford Av,2,h,PI,Barry,21/10/2017,10.5,3020,2,1,0,739,,,Brimbank City Council,-37.75984,144.82853,Western Metropolitan,4217,Detached Garage,
Sunshine West,6 Engblom Ct,3,h,S,S&L,21/10/2017,10.5,3020,3,2,1,255,108,2015,Brimbank City Council,-37.79482,144.79027,Western Metropolitan,6763,Attached Garage,570000
Sunshine West,116 Glengala Rd,3,h,S,Douglas,21/10/2017,10.5,3020,3,2,4,,130,1950,Brimbank City Council,-37.78929,144.81414,Western Metropolitan,6763,Indoor,820000
Sunshine West,27 Gum St,3,h,S,Barry,21/10/2017,10.5,3020,3,1,2,,,,Brimbank City Council,-37.78965,144.81297,Western Metropolitan,6763,Parkade,750000
Surrey Hills,15 Albany Cr,4,h,S,Marshall,21/10/2017,10.2,3127,4,3,2,1227,,1902,Boroondara City Council,-37.8242,145.10215,Southern Metropolitan,5457,Underground,3445000
Surrey Hills,14 Grovedale Rd,4,h,S,Lindellas,21/10/2017,10.2,3127,4,2,2,627,300,,Boroondara City Council,-37.81582,145.09443,Southern Metropolitan,5457,Outdoor Stall,2285000
Surrey Hills,91 Guildford Rd,4,h,VB,Marshall,21/10/2017,10.2,3127,4,2,4,751,188,1888,Boroondara City Council,-37.82233,145.09559,Southern Metropolitan,5457,Carport,2300000
Surrey Hills,20 Oak St,3,h,S,Bekdon,21/10/2017,10.2,3127,3,1,2,819,,,Boroondara City Council,-37.83335,145.10996,Southern Metropolitan,5457,Detached Garage,1980000
Surrey Hills,13 Verdun St,3,h,PI,Marshall,21/10/2017,10.2,3127,3,2,2,,155,1920,Boroondara City Council,-37.83395,145.09405,Southern Metropolitan,5457,Attached Garage,1975000
Surrey Hills,33 Warrigal Rd,3,h,S,Fletchers,21/10/2017,10.2,3127,3,2,2,736,,,Boroondara City Council,-37.82952,145.09955,Southern Metropolitan,5457,Indoor,1285000
Tarneit,10 Discovery Dr,4,h,S,hockingstuart,21/10/2017,18.4,3029,4,2,2,448,0,2010,Wyndham City Council,-37.84743,144.71243,Western Metropolitan,10160,Parkade,585000
Tarneit,31 Nottingham Cr,3,h,S,Ray,21/10/2017,18.4,3029,3,2,1,,,,Wyndham City Council,-37.86567,144.65925,Western Metropolitan,10160,Carport,482500
Templestowe,2 Cipora Ct,4,h,S,Jellis,21/10/2017,15.5,3106,4,4,2,4168,,,Manningham City Council,-37.76573,145.13911,Eastern Metropolitan,6202,Detached Garage,2300000
Templestowe,6 Kingburn Ct,4,h,S,Barry,21/10/2017,15.5,3106,4,3,2,941,,,Manningham City Council,-37.77466,145.16404,Eastern Metropolitan,6202,Attached Garage,1731500
Templestowe,32 Mahoney St,4,t,VB,Jellis,21/10/2017,15.5,3106,4,3,2,345,125,1950,Manningham City Council,-37.75521,145.12176,Eastern Metropolitan,6202,Indoor,1550000
Templestowe,8 Shelley Ct,3,h,S,Barry,21/10/2017,15.5,3106,3,2,2,960,200,1985,Manningham City Council,-37.76598,145.16524,Eastern Metropolitan,6202,Parkade,1290000
